Geoname ID;Name;ASCII Name;Country Code;Coordinates
3084071;Œwiêciechowa;Swieciechowa;PL;51.85503, 16.49805
3084142;Suszec;Suszec;PL;50.02958, 18.7916
3084396;Strzelno;Strzelno;PL;52.62789, 18.17246
3084890;Stare Czarnowo;Stare Czarnowo;PL;53.27861, 14.77906
3085477;S³upia;Slupia;PL;51.85518, 19.96997
3086109;Sidzina;Sidzina;PL;50.57375, 17.44904
3086291;Sanka;Sanka;PL;50.06871, 19.64596
3086398;Rzozów;Rzozow;PL;49.95398, 19.79668
3086523;Rymañ;Ryman;PL;53.94391, 15.52866
3087401;Rajcza;Rajcza;PL;49.50927, 19.11278
3087497;Radomsko;Radomsko;PL;51.06713, 19.44477
3087917;Przewóz;Przewoz;PL;51.48053, 14.95188
3088268;Porêba Wielka;Poreba Wielka;PL;50.01116, 19.28375
3088427;Po³omia;Polomia;PL;49.99185, 18.55102
3088541;Pogorzyce;Pogorzyce;PL;50.10186, 19.42228
3089125;Piekary Œl¹skie;Piekary Slaskie;PL;50.38017, 18.92653
3089255;Pewel Wielka;Pewel Wielka;PL;49.67457, 19.37482
3089764;Ostroszowice;Ostroszowice;PL;50.64576, 16.63965
3090616;Nowe Miasteczko;Nowe Miasteczko;PL;51.69097, 15.73174
3091331;Mrze¿yno;Mrzezyno;PL;54.14384, 15.29142
3091377;Mosty;Mosty;PL;54.61195, 18.49634
3091686;Mirsk;Mirsk;PL;50.97054, 15.38567
3092197;Maszewo;Maszewo;PL;53.49615, 15.06166
3092322;Marciszów;Marciszow;PL;50.8447, 16.02116
3092818;Lubraniec;Lubraniec;PL;52.54178, 18.83254
3092938;Lubiewo;Lubiewo;PL;53.46542, 18.02994
3093439;Lidzbark;Lidzbark;PL;53.26283, 19.82663
3093463;Lgota Wielka;Lgota Wielka;PL;51.14904, 19.32735
3093636;Lelów;Lelow;PL;50.68335, 19.62562
3093708;Lêdziny;Ledziny;PL;50.14264, 19.13149
3094386;Krzy¿owice;Krzyzowice;PL;49.98528, 18.67281
3094672;Krokowa;Krokowa;PL;54.77921, 18.1616
3094892;Kozielice;Kozielice;PL;53.10679, 14.82237
3095015;Kotla;Kotla;PL;51.74542, 16.03575
3095417;Kolsko;Kolsko;PL;51.96146, 15.95987
3095795;Ko³obrzeg;Kolobrzeg;PL;54.17565, 15.58342
3095819;Koleczkowo;Koleczkowo;PL;54.48629, 18.34373
3096826;Kamienica;Kamienica;PL;50.45007, 16.95396
3097137;Je¿ów;Jezow;PL;51.81376, 19.96877
3097241;Jeleœnia;Jelesnia;PL;49.64246, 19.32701
3097688;Janikowo;Janikowo;PL;52.75328, 18.11328
3098163;Grzmi¹ca;Grzmiaca;PL;53.83734, 16.43512
3098723;Gorzów Œl¹ski;Gorzow Slaski;PL;51.02871, 18.42304
3099095;Gocza³kowice Zdrój;Goczalkowice Zdroj;PL;49.94454, 18.96927
3100116;Drogomyœl;Drogomysl;PL;49.86964, 18.75727
3100297;Dobrzany;Dobrzany;PL;53.35914, 15.42886
3100327;Dobroñ;Dobron;PL;51.63885, 19.24539
3100355;Dobre;Dobre;PL;52.68398, 18.57762
3100881;D¹bie;Dabie;PL;52.01056, 15.15221
3100912;Czu³ów;Czulow;PL;50.05956, 19.70106
3101691;Chocznia;Chocznia;PL;49.87417, 19.45438
3102046;Burzenin;Burzenin;PL;51.46077, 18.83233
3102138;Buk;Buk;PL;52.35532, 16.51958
3104022;Babiak;Babiak;PL;52.3453, 18.66663
7534282;¯arki-Letnisko;Zarki-Letnisko;PL;50.62295, 19.27508
12047624;Zakrzów;Zakrzow;PL;51.16624, 17.13688
12047634;Marszowice;Marszowice;PL;51.17198, 16.88441
12047641;Zalesie i Stadion;Zalesie i Stadion;PL;51.1197, 17.09194
12047663;Wojszyce;Wojszyce;PL;51.05837, 17.04513
753130;¯o³ynia;Zolynia;PL;50.162, 22.30825
753910;Za³uski;Zaluski;PL;52.51152, 20.52864
754174;Zagórzyce;Zagorzyce;PL;50.0169, 21.67517
754329;¯abno;Zabno;PL;50.13334, 20.88615
754652;Wydminy;Wydminy;PL;53.98194, 22.03239
755609;Winnica;Winnica;PL;52.64306, 20.94114
755670;Wilków;Wilkow;PL;51.26224, 21.87756
755675;Wilko³az;Wilkolaz;PL;51.01473, 22.35014
755792;Wierzbno;Wierzbno;PL;52.31008, 21.85902
756867;Tomaszów Mazowiecki;Tomaszow Mazowiecki;PL;51.53131, 20.00855
757809;Sulejówek;Sulejowek;PL;52.25221, 21.26902
758238;Stawiski;Stawiski;PL;53.37987, 22.15462
758435;Stanis³awice;Stanislawice;PL;49.9855, 20.35123
759316;Siemieñ;Siemien;PL;51.62883, 22.77243
759786;Rzeczniów;Rzeczniow;PL;51.12804, 21.44008
760987;Przytyk;Przytyk;PL;51.46567, 20.90587
760999;Przytoczno;Przytoczno;PL;51.61951, 22.27135
761546;Poniatowa;Poniatowa;PL;51.17983, 22.13093
762311;Pieniê¿no;Pieniezno;PL;54.23649, 20.12833
762661;Parady¿;Paradyz;PL;51.30604, 20.11374
763249;O³piny;Olpiny;PL;49.80686, 21.20464
763510;Nurzec-Stacja;Nurzec-Stacja;PL;52.46249, 23.08571
763534;Nowy S¹cz;Nowy Sacz;PL;49.62177, 20.69705
763608;Nowodwór;Nowodwor;PL;51.63901, 22.10183
763829;Nisko;Nisko;PL;50.51987, 22.13968
763903;Niepo³omice;Niepolomice;PL;50.04066, 20.22257
764002;Niedomice;Niedomice;PL;50.10737, 20.89548
764145;Na³êczów;Naleczow;PL;51.28581, 22.21539
764343;Moszczenica;Moszczenica;PL;49.73668, 21.09238
764936;Micha³owo;Michalowo;PL;53.03492, 23.60996
765673;£u¿na;Luzna;PL;49.71288, 21.04637
765927;Lubartów;Lubartow;PL;51.46026, 22.60952
766528;£êki;Leki;PL;49.80996, 21.66023
767368;Krynice;Krynice;PL;50.5876, 23.38157
767605;Krasnystaw;Krasnystaw;PL;50.98464, 23.1742
768081;Korzenna;Korzenna;PL;49.68635, 20.84355
768097;Korytnica;Korytnica;PL;52.41441, 21.84949
769835;Kadzid³o;Kadzidlo;PL;53.23435, 21.46454
770157;Jêdrzejów;Jedrzejow;PL;50.63945, 20.30454
770160;Jednoro¿ec;Jednorozec;PL;53.14116, 21.05161
770357;Jasieñ;Jasien;PL;49.96988, 20.5719
770711;Jab³onna;Jablonna;PL;51.08875, 22.59364
770731;Jab³oñ;Jablon;PL;51.72501, 23.08743
771150;Halinów;Halinow;PL;52.2288, 21.3551
771731;Gorzyce;Gorzyce;PL;50.12841, 22.57926
771842;Górki;Gorki;PL;49.64385, 22.04304
772662;Dzikowiec;Dzikowiec;PL;50.27288, 21.84365
772758;Dziadkowice;Dziadkowice;PL;52.5638, 22.91689
772915;Drzewica;Drzewica;PL;51.45085, 20.47701
773100;Dobrzyniewo Du¿e;Dobrzyniewo Duze;PL;53.20022, 23.01129
774504;Chmielnik;Chmielnik;PL;50.6144, 20.75206
775224;Brwinów;Brwinow;PL;52.14269, 20.71697
775720;Bogoria;Bogoria;PL;50.65175, 21.26
775738;Bodzanów;Bodzanow;PL;52.49992, 20.02945
776184;Bia³aczów;Bialaczow;PL;51.29815, 20.29724
776251;Bemowo;Bemowo;PL;52.2546, 20.90844
776310;Batorz;Batorz;PL;50.8505, 22.49313
776574;Babica;Babica;PL;49.93476, 21.87035
3079987;Zubrzyca Dolna;Zubrzyca Dolna;PL;49.52688, 19.67342
3080508;Zawoja;Zawoja;PL;49.64396, 19.54227
3081158;Wyrzysk;Wyrzysk;PL;53.153, 17.26802
3081404;WoŸniki;Wozniki;PL;49.93774, 19.49078
3081426;Wo³owice;Wolowice;PL;49.98876, 19.7263
3081844;Witanowice;Witanowice;PL;49.91796, 19.52579
3082025;Wilamowice;Wilamowice;PL;49.91701, 19.15237
3082751;Ustroñ;Ustron;PL;49.72153, 18.80198
3083264;Torzym;Torzym;PL;52.31331, 15.08243
3083288;Topólka;Topolka;PL;52.50327, 18.71246
3084859;Stare Pole;Stare Pole;PL;54.05667, 19.20874
3086111;Sidzina;Sidzina;PL;49.59146, 19.71119
3086181;Sêdziejowice;Sedziejowice;PL;51.50677, 19.02763
3086415;Rzeszotary;Rzeszotary;PL;49.94625, 19.9728
3086533;Ryczywó³;Ryczywol;PL;52.81324, 16.83114
3087096;Rogowo;Rogowo;PL;52.97712, 19.38486
3087223;Rekowo Dolne;Rekowo Dolne;PL;54.63133, 18.36279
3087589;Raci¹¿ek;Raciazek;PL;52.8565, 18.81334
3087601;Rabka-Zdrój;Rabka-Zdroj;PL;49.60889, 19.96654
3087758;Przywidz;Przywidz;PL;54.19524, 18.32116
3087782;Przystajñ;Przystajn;PL;50.88495, 18.69169
3088345;Poniec;Poniec;PL;51.76343, 16.80867
3088873;P³awno;Plawno;PL;50.97772, 19.45524
3089134;Piekary;Piekary;PL;50.02495, 19.79616
3089276;Pêpowo;Pepowo;PL;51.76569, 17.12661
3089569;Pacyna;Pacyna;PL;52.30281, 19.70982
3089876;Osina;Osina;PL;53.60473, 15.0123
3091297;Murcki;Murcki;PL;50.20036, 19.04351
3091351;Mrocza;Mrocza;PL;53.24313, 17.60405
3091371;Moszczenica;Moszczenica;PL;51.50297, 19.71986
3091988;Miêdzybrodzie Bialskie;Miedzybrodzie Bialskie;PL;49.78747, 19.19741
3093040;Lubañ;Luban;PL;51.12014, 15.28768
3093649;£êknica;Leknica;PL;51.54148, 14.73584
3094442;Krzywaczka;Krzywaczka;PL;49.89353, 19.83221
3094976;Kowale;Kowale;PL;54.30976, 18.56149
3095058;Kostrzyn;Kostrzyn;PL;52.39847, 17.22811
3095336;Koñczyce Ma³e;Konczyce Male;PL;49.85824, 18.62964
3095971;Knurów;Knurow;PL;50.21971, 18.65067
3096558;Karsin;Karsin;PL;53.90768, 17.92093
3097328;Jaworzyna Œl¹ska;Jaworzyna Slaska;PL;50.9134, 16.43241
3097504;Jaroszowice;Jaroszowice;PL;49.86267, 19.51962
3097553;Jaraczewo;Jaraczewo;PL;51.96854, 17.29707
3098240;Gronowo Elbl¹skie;Gronowo Elblaskie;PL;54.08588, 19.30598
3098333;Grodków;Grodkow;PL;50.69836, 17.38449
3098613;Goszczanów;Goszczanow;PL;51.79163, 18.5057
3099127;Gniew;Gniew;PL;53.83602, 18.8231
3099629;Frydrychowice;Frydrychowice;PL;49.90481, 19.41936
3101553;Chruszczobród;Chruszczobrod;PL;50.4147, 19.32718
3101577;Chrostkowo;Chrostkowo;PL;52.94378, 19.25328
3101613;Choszczno;Choszczno;PL;53.16905, 15.42054
3101697;Chociwel;Chociwel;PL;53.46696, 15.33342
3101943;Bytów;Bytow;PL;54.17057, 17.49187
3102019;Byczyna;Byczyna;PL;51.11387, 18.21413
3102456;Brzeg Dolny;Brzeg Dolny;PL;51.27299, 16.70815
7522516;Brody-Parcele;Brody-Parcele;PL;52.47797, 20.74974
12047628;Rejon ulicy Traugutta;Rejon ulicy Traugutta;PL;51.10247, 17.04827
12047632;Pracze Odrzañskie-Janówek;Pracze Odrzanskie-Janowek;PL;51.1878, 16.90824
12047636;Kozanów;Kozanow;PL;51.14447, 16.96937
753188;Zmiennica;Zmiennica;PL;49.67652, 21.96596
753776;Zarszyn;Zarszyn;PL;49.58178, 22.01283
754069;Zakroczym;Zakroczym;PL;52.43351, 20.61207
754331;Zab³udów;Zabludow;PL;53.01442, 23.33831
755810;Wierzbica;Wierzbica;PL;51.2494, 21.08259
755855;Wielopole Skrzyñskie;Wielopole Skrzynskie;PL;49.94564, 21.61491
756151;Warka;Warka;PL;51.7843, 21.19091
756313;Urzejowice;Urzejowice;PL;50.01182, 22.46189
756377;Ulanów;Ulanow;PL;50.49031, 22.26362
756567;Turoœñ Koœcielna;Turosn Koscielna;PL;53.01463, 23.05532
756648;Trzydnik Du¿y;Trzydnik Duzy;PL;50.84887, 22.13359
757020;Tarnowiec;Tarnowiec;PL;49.98164, 20.98655
757322;Szerzyny;Szerzyny;PL;49.80919, 21.2467
757585;Œwilcza;Swilcza;PL;50.07179, 21.89798
759172;Skalbmierz;Skalbmierz;PL;50.31993, 20.39929
759504;Sêdziszów Ma³opolski;Sedziszow Malopolski;PL;50.07069, 21.70062
759631;Samborzec;Samborzec;PL;50.64663, 21.64822
761218;Przasnysz;Przasnysz;PL;53.01907, 20.88029
761228;Pruszków;Pruszkow;PL;52.17072, 20.81214
761273;Promna;Promna;PL;51.68006, 20.95917
753395;¯elechlinek;Zelechlinek;PL;51.71214, 20.0346
754090;Zaklików;Zaklikow;PL;50.75769, 22.10226
754386;¯abia Wola;Zabia Wola;PL;52.03169, 20.69112
755697;Wilczyce;Wilczyce;PL;50.74694, 21.65783
755886;Wieliszew;Wieliszew;PL;52.4513, 20.96827
757063;Targowisko;Targowisko;PL;49.98473, 20.29346
757174;Szyd³owo;Szydlowo;PL;53.08062, 20.45071
757335;Szepietowo;Szepietowo;PL;52.87032, 22.54392
757751;Sura¿;Suraz;PL;52.94908, 22.95653
758327;Stare Miasto;Stare Miasto;PL;50.28879, 22.42928
760347;Ropa;Ropa;PL;49.59146, 21.04431
760632;Rakszawa;Rakszawa;PL;50.16051, 22.23907
760724;Radzanów;Radzanow;PL;51.55786, 20.86398
760871;Pysznica;Pysznica;PL;50.56999, 22.12913
760914;Puñsk;Punsk;PL;54.25114, 23.18124
761262;Prostki;Prostki;PL;53.69901, 22.43183
761922;Podedwórze;Podedworze;PL;51.68815, 23.19961
762588;Pasym;Pasym;PL;53.65069, 20.79188
762753;Pacanów;Pacanow;PL;50.40031, 21.04148
762901;Ostrów;Ostrow;PL;50.09779, 21.5932
763028;Orzysz;Orzysz;PL;53.80967, 21.94811
763066;Orneta;Orneta;PL;54.11483, 20.13328
764067;Nawojowa;Nawojowa;PL;49.56686, 20.73927
764578;Mniów;Mniow;PL;51.01224, 20.48427
764659;Mirzec;Mirzec;PL;51.13466, 21.0571
765017;Me³giew;Melgiew;PL;51.22519, 22.78414
766332;Le¿ajsk;Lezajsk;PL;50.26257, 22.41932
766734;Laskowa;Laskowa;PL;49.76147, 20.45045
766927;KuŸnica;Kuznica;PL;53.51094, 23.64953
767736;Kozubszczyzna;Kozubszczyzna;PL;51.22323, 22.42747
769285;Kêpie ¯aleszañskie;Kepie Zaleszanskie;PL;50.63983, 21.88133
770225;Jawornik;Jawornik;PL;49.8464, 21.89404
770751;Izbica;Izbica;PL;50.88728, 23.15248
770986;Horyniec-Zdrój;Horyniec-Zdroj;PL;50.19152, 23.36277
772227;Gier³o¿;Gierloz;PL;54.08134, 21.49551
772584;Fajs³awice;Fajslawice;PL;51.09592, 22.96323
772680;Dzierzkowice;Dzierzkowice;PL;50.96019, 22.06639
774265;Chwa³owice;Chwalowice;PL;50.76665, 21.88683
774572;Chêciny;Checiny;PL;50.80021, 20.46229
775010;Brzyska;Brzyska;PL;49.82226, 21.39004
775098;Brzóza Królewska;Brzoza Krolewska;PL;50.23908, 22.32559
775758;Bochnia;Bochnia;PL;49.96905, 20.43028
776080;Bia³y Dunajec;Bialy Dunajec;PL;49.3738, 20.00898
776144;Bia³ka Tatrzañska;Bialka Tatrzanska;PL;49.38975, 20.10507
776271;Bejsce;Bejsce;PL;50.23903, 20.59834
3080101;Z³oczew;Zloczew;PL;51.41719, 18.60363
3080526;Zawiercie;Zawiercie;PL;50.48766, 19.41679
3081136;Wysoka;Wysoka;PL;50.42989, 19.35368
3081874;Wis³a;Wisla;PL;49.65629, 18.8591
3082119;Wierzchos³awice;Wierzchoslawice;PL;52.86923, 18.35609
3082411;Wi¹zów;Wiazow;PL;50.81399, 17.20214
3082680;Walichnowy;Walichnowy;PL;51.29579, 18.38073
3082722;Wadowice;Wadowice;PL;49.88335, 19.49292
3082756;Ustka;Ustka;PL;54.58048, 16.86194
3083077;Trzemeszno;Trzemeszno;PL;52.56139, 17.82311
3083263;Toszek;Toszek;PL;50.45442, 18.52209
3083788;Szczerców;Szczercow;PL;51.33319, 19.10977
3083814;Szczekociny;Szczekociny;PL;50.62669, 19.825
3083907;Syrynia;Syrynia;PL;50.02004, 18.34597
3084177;Su³ów;Sulow;PL;51.49966, 17.16811
3084241;Sulechów;Sulechow;PL;52.08362, 15.62513
3084457;Stryszów;Stryszow;PL;49.82569, 19.61763
3085069;Spytkowice;Spytkowice;PL;49.99671, 19.51103
3085457;S³upno;Slupno;PL;52.50588, 19.83736
3085578;Œlesin;Slesin;PL;52.37039, 18.30644
3086106;Siechnice;Siechnice;PL;51.03384, 17.14743
3086134;Sianów;Sianow;PL;54.22646, 16.29127
3086800;Ruda Œl¹ska;Ruda Slaska;PL;50.2584, 18.85632
3087176;Rewal;Rewal;PL;54.0812, 15.01471
3087427;Radziejów;Radziejow;PL;52.62481, 18.52771
3087462;Radowo Ma³e;Radowo Male;PL;53.66575, 15.44789
3087701;Pszów;Pszow;PL;50.03994, 18.39472
3088496;Polanica-Zdrój;Polanica-Zdroj;PL;50.40373, 16.51271
3089340;Paw³owice;Pawlowice;PL;49.96127, 18.71778
3089904;Osiek;Osiek;PL;53.72226, 18.49051
3090907;Nieszawa;Nieszawa;PL;52.83452, 18.89921
3091058;Niechanowo;Niechanowo;PL;52.46527, 17.67812
3091548;Modlnica;Modlnica;PL;50.12958, 19.86461
3091743;Milówka;Milowka;PL;49.5554, 19.09072
3091780;Mi³kowice;Milkowice;PL;51.25601, 16.07231
3091999;MiedŸna;Miedzna;PL;49.98225, 19.04883
3092467;Ma³dyty;Maldyty;PL;53.91981, 19.74398
3093283;Lipnica Ma³a;Lipnica Mala;PL;49.51507, 19.63497
3094633;Krosno Odrzañskie;Krosno Odrzanskie;PL;52.05492, 15.09882
3094831;Kozy;Kozy;PL;49.84756, 19.14891
3095145;Koœcielec;Koscielec;PL;52.17425, 18.57067
3095330;Koniecpol;Koniecpol;PL;50.77468, 19.68896
3095926;Kobylnica;Kobylnica;PL;54.43975, 16.99782
3096613;Karnice;Karnice;PL;54.03001, 15.05496
3096763;Kamieñsk;Kamiensk;PL;51.20242, 19.49661
3097327;Jaworzynka;Jaworzynka;PL;49.54019, 18.86996
3097355;Jawornik;Jawornik;PL;49.8558, 19.89315
3097472;Jasienica;Jasienica;PL;49.81312, 18.92155
3097902;I³awa;Ilawa;PL;53.59601, 19.56849
3098007;Herby;Herby;PL;50.75318, 18.88756
3098583;Gozdnica;Gozdnica;PL;51.4363, 15.09856
3098898;Góra;Gora;PL;51.66638, 16.53494
3099016;Go³añcz;Golancz;PL;52.94326, 17.29995
3100671;Damnica;Damnica;PL;54.50025, 17.27154
3101592;Chróœcice;Chroscice;PL;50.78076, 17.81227
3101788;Che³m Œl¹ski;Chelm Slaski;PL;50.10825, 19.19552
3102100;Bukowiec;Bukowiec;PL;53.43383, 18.24048
3102409;Brzezinka;Brzezinka;PL;50.04237, 19.1902
3102513;Brudzeñ Du¿y;Brudzen Duzy;PL;52.66884, 19.50399
3103365;Bieruñ;Bierun;PL;50.09, 19.09291
3103655;Bestwinka;Bestwinka;PL;49.93272, 19.06694
3103896;Balice;Balice;PL;50.08799, 19.79462
6565267;Kroœcienko nad Dunajcem;Kroscienko nad Dunajcem;PL;49.44081, 20.42624
7534560;I³owo -Osada;Ilowo -Osada;PL;53.16808, 20.29295
12047610;Jarno³tów-Jerzmanowo;Jarnoltow-Jerzmanowo;PL;51.12163, 16.86621
12047635;G¹dów Ma³y;Gadow Maly;PL;51.11853, 16.98596
12047654;Poœwiêtne;Poswietne;PL;51.15702, 17.02904
766090;Liw;Liw;PL;52.37515, 21.96768
766962;Kury³ówka;Kurylowka;PL;50.29976, 22.46601
767685;Kramarzówka;Kramarzowka;PL;49.86034, 22.50137
769893;Kabaty;Kabaty;PL;52.13012, 21.08148
770724;Jab³onica Polska;Jablonica Polska;PL;49.69784, 21.89961
773525;D¹brówka;Dabrowka;PL;52.48388, 21.29794
773753;Czerwin;Czerwin;PL;52.94905, 21.75842
773802;Czeremcha;Czeremcha;PL;52.51667, 23.35
774472;Chodel;Chodel;PL;51.11177, 22.13269
774770;Bulkowo;Bulkowo;PL;52.54087, 20.11889
776114;Bia³obrzegi;Bialobrzegi;PL;51.64695, 20.95041
776252;Be³¿yce;Belzyce;PL;51.17415, 22.28027
776337;Bartoszyce;Bartoszyce;PL;54.25354, 20.80819
776759;Albigowa;Albigowa;PL;50.01425, 22.22414
3079986;Zubrzyca Górna;Zubrzyca Gorna;PL;49.56174, 19.64973
3080047;¯nin;Znin;PL;52.84958, 17.71992
3080275;¯erków;Zerkow;PL;52.06877, 17.56349
3080291;Zembrzyce;Zembrzyce;PL;49.77517, 19.6012
3080367;Zebrzydowice;Zebrzydowice;PL;50.1, 18.5
3080411;Zduny;Zduny;PL;51.6458, 17.37694
3080823;Zakrzów;Zakrzow;PL;49.82558, 19.64973
3080830;Zakrzewo;Zakrzewo;PL;53.41186, 17.15472
3081733;W³odowice;Wlodowice;PL;50.5556, 19.45155
3082061;Wieszowa;Wieszowa;PL;50.38444, 18.75924
3082364;Wiêcbork;Wiecbork;PL;53.35384, 17.49064
3082705;Walce;Walce;PL;50.37322, 18.00427
3083320;Tomice;Tomice;PL;49.89773, 19.48357
3083878;Szamotu³y;Szamotuly;PL;52.61201, 16.57794
3083988;Œwiêtoch³owice;Swietochlowice;PL;50.29636, 18.91726
3084062;Œwiebodzin;Swiebodzin;PL;52.24751, 15.53355
3084184;Sulmierzyce;Sulmierzyce;PL;51.60594, 17.53053
3084965;Stara D¹browa;Stara Dabrowa;PL;53.42191, 15.14405
3084978;Stanowice;Stanowice;PL;50.13037, 18.67084
3085159;Somonino;Somonino;PL;54.27555, 18.19885
3085757;Skoroszyce;Skoroszyce;PL;50.59648, 17.38243
3086480;Rz¹ska;Rzaska;PL;50.09713, 19.84509
3086527;Rydzyna;Rydzyna;PL;51.78651, 16.66761
3087045;Rokietnica;Rokietnica;PL;52.51245, 16.7457
3087333;Raszków;Raszkow;PL;51.71828, 17.72571
3087535;Radków;Radkow;PL;50.50426, 16.40061
3087617;Pyzdry;Pyzdry;PL;52.17056, 17.69005
3088161;Prabuty;Prabuty;PL;53.755, 19.20547
3088977;Piotrków Kujawski;Piotrkow Kujawski;PL;52.55111, 18.49905
3089590;O¿arowice;Ozarowice;PL;50.46182, 19.04317
3090360;Ochaby;Ochaby;PL;49.84252, 18.76894
3090401;Oborniki Œl¹skie;Oborniki Slaskie;PL;51.30137, 16.91465
3091263;Mys³akowice;Myslakowice;PL;50.84123, 15.77894
3091523;Mogilno;Mogilno;PL;52.65806, 17.95578
3092312;Margonin;Margonin;PL;52.97335, 17.09464
3093009;£ubianka;Lubianka;PL;53.13864, 18.48115
3093263;Lipowa;Lipowa;PL;49.67574, 19.09398
3093902;£ask;Lask;PL;51.59056, 19.13278
3094402;Krzy¿anów;Krzyzanow;PL;52.18409, 19.45619
3095307;Konotop;Konotop;PL;51.93157, 15.90391
3096791;Kamieñ Krajeñski;Kamien Krajenski;PL;53.53352, 17.52019
3097420;Jastrowie;Jastrowie;PL;53.42048, 16.81756
3098130;Gubin;Gubin;PL;51.94956, 14.72837
3098204;Gruta;Gruta;PL;53.45315, 18.957
3098901;Góra;Gora;PL;49.97971, 19.10471
3098923;Go³uchów;Goluchow;PL;51.85036, 17.9314
3098949;Golina;Golina;PL;52.24315, 18.09268
3099144;G³uszyca Górna;Gluszyca Gorna;PL;50.66606, 16.37585
3099492;Gardeja;Gardeja;PL;53.61125, 18.94687
3099966;Dygowo;Dygowo;PL;54.13031, 15.71993
3100086;Dru¿bice;Druzbice;PL;51.46369, 19.39404
3100193;Domaszowice;Domaszowice;PL;51.0429, 17.88875
3100796;D¹browa Górnicza;Dabrowa Gornicza;PL;50.33394, 19.20479
3100994;Czernikowo;Czernikowo;PL;52.94688, 18.93803
3101120;Czarno¿y³y;Czarnozyly;PL;51.28533, 18.56106
3101726;Choceñ;Chocen;PL;52.48618, 19.01339
3101918;Cedynia;Cedynia;PL;52.87931, 14.20249
3101919;Cedry Wielkie;Cedry Wielkie;PL;54.24707, 18.84567
3101968;Bystrzyca K³odzka;Bystrzyca Klodzka;PL;50.30179, 16.64231
3101987;Bystra;Bystra;PL;49.76042, 19.05973
3102162;Budzyñ;Budzyn;PL;52.88954, 16.98812
3102650;Brenno;Brenno;PL;51.92257, 16.21488
3103402;Bielsko-Biala;Bielsko-Biala;PL;49.82245, 19.04686
3104019;Babice;Babice;PL;50.05565, 19.19955
7535566;Ma³a Wieœ;Mala Wies;PL;52.45779, 20.10223
7576449;Rotmanka;Rotmanka;PL;54.27425, 18.6038
12047623;Rejon placu Grunwaldzkiego;Rejon placu Grunwaldzkiego;PL;51.11669, 17.06126
12047651;Ró¿anka-Polanka;Rozanka-Polanka;PL;51.14344, 17.01987
762663;Paprotnia;Paprotnia;PL;52.30071, 22.46756
763121;Opatów;Opatow;PL;50.80058, 21.42538
754118;Zahutyñ;Zahutyn;PL;49.52989, 22.23358
754912;Wólka NiedŸwiedzka;Wolka Niedzwiedzka;PL;50.24226, 22.18826
755502;Wizna;Wizna;PL;53.19518, 22.38241
755582;Wiœniew;Wisniew;PL;52.07265, 22.29392
755594;Wiskitki;Wiskitki;PL;52.08831, 20.38708
757026;Tarnów;Tarnow;PL;50.01381, 20.98698
757044;Tarnawatka;Tarnawatka;PL;50.53154, 23.3959
757953;Strzy¿owice;Strzyzowice;PL;51.0483, 22.44018
758575;Sonina;Sonina;PL;50.06089, 22.26551
759123;Skierniewice;Skierniewice;PL;51.95485, 20.15837
759507;Sêdziszów;Sedziszow;PL;50.5659, 20.05563
760203;Rozogi;Rozogi;PL;53.48549, 21.36223
760584;Rawa Mazowiecka;Rawa Mazowiecka;PL;51.76437, 20.25493
760697;Radzi³ów;Radzilow;PL;53.40994, 22.40988
761008;Przysucha;Przysucha;PL;51.35858, 20.62889
761028;Przysietnica;Przysietnica;PL;49.73019, 22.05257
761437;Poronin;Poronin;PL;49.33781, 20.00291
762734;Padew Narodowa;Padew Narodowa;PL;50.43947, 21.50059
762769;O¿arów Mazowiecki;Ozarow Mazowiecki;PL;52.21039, 20.79716
762774;O¿arów;Ozarow;PL;50.88798, 21.66658
763327;Oksa;Oksa;PL;50.72874, 20.10086
763764;Nowa S³upia;Nowa Slupia;PL;50.86432, 21.09049
764026;Niechobrz;Niechobrz;PL;49.99472, 21.87824
764276;Mszana Dolna;Mszana Dolna;PL;49.67432, 20.07992
764670;Mircze;Mircze;PL;50.65164, 23.89604
765863;Lubochnia;Lubochnia;PL;51.60794, 20.05391
766210;Lipnica;Lipnica;PL;50.28939, 21.88811
766675;Latowicz;Latowicz;PL;52.02636, 21.80829
768283;Koñczyce;Konczyce;PL;50.42575, 22.15376
768982;Klwów;Klwow;PL;51.53448, 20.63644
771690;Goszczyn;Goszczyn;PL;51.73187, 20.85154
762904;Ostrów;Ostrow;PL;49.96812, 22.7871
763989;NiedŸwiada;Niedzwiada;PL;49.98937, 21.52162
765106;Maszkienice;Maszkienice;PL;49.9892, 20.68657
766783;£apy;Lapy;PL;52.9911, 22.88422
767237;Krzywda;Krzywda;PL;51.79519, 22.19994
767357;Krynki;Krynki;PL;53.26444, 23.77304
767610;Krasnopol;Krasnopol;PL;54.11613, 23.20476
768146;Korczew;Korczew;PL;52.35327, 22.61338
769534;Karczmiska;Karczmiska;PL;51.22952, 21.98158
770001;Józefów nad Wis³¹;Jozefow nad Wisla;PL;51.04183, 21.83018
770288;Jastków;Jastkow;PL;51.30411, 22.43546
770609;Jakubów;Jakubow;PL;52.21965, 21.68032
770792;I³¿a;Ilza;PL;51.16313, 21.23979
770966;Hrubieszów;Hrubieszow;PL;50.80502, 23.89251
771384;Grójec;Grojec;PL;51.86252, 20.86757
771985;Godziszów;Godziszow;PL;50.74889, 22.49794
